law,data_seed,family,region,event,n,particle_abs_error,total_abs_error,qualified_fraction,ess
nonlinear_heteroskedastic,303,student_rank2,central,rare,512,0.7338282077162361,0.14568479215746213,1.0,2.0453544742419107
nonlinear_heteroskedastic,303,student_rank2,extrapolated,common,128,0.3962349793697233,0.20291498132644661,1.0,2.5899857173365626
nonlinear_heteroskedastic,303,student_rank2,extrapolated,common,512,0.16581302084706478,0.20661812705683635,1.0,5.841704248572728
nonlinear_heteroskedastic,303,student_rank2,extrapolated,rare,128,0.20413911392781345,0.23636289108591169,1.0,8.93879301288723
nonlinear_heteroskedastic,303,student_rank2,extrapolated,rare,512,0.05131226375261416,0.1517370213879778,1.0,28.64912131748572
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,common,128,0.21506214037353877,0.15921320045006457,1.0,6.3253571448548795
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,common,512,0.06877709143750878,0.14331738351507267,1.0,15.563590071429587
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,rare,128,0.10440726389862014,0.16335018464579634,1.0,3.4812489313351462
nonlinear_heteroskedastic,303,transformer_mdn4,boundary,rare,512,0.04489623773049265,0.09336584629617357,1.0,9.9481200301422
nonlinear_heteroskedastic,303,transformer_mdn4,central,common,128,0.03840180669497456,0.05584634681503144,1.0,81.1890130309909
nonlinear_heteroskedastic,303,transformer_mdn4,central,common,512,0.009467450316080596,0.07272251390753921,1.0,321.34136610161585
nonlinear_heteroskedastic,303,transformer_mdn4,central,rare,128,,0.19854432830431124,0.0,2.0940092327742654
nonlinear_heteroskedastic,303,transformer_mdn4,central,rare,512,,0.1896625303903503,0.0,2.509643217864196
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,common,128,0.2929496380674889,0.19299751714803026,1.0,5.254101522351558
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,common,512,0.07080202905716786,0.1341341077519769,1.0,19.07250733517984
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,rare,128,0.13642036724720352,0.1924099408429513,1.0,9.81370713924816
nonlinear_heteroskedastic,303,transformer_mdn4,extrapolated,rare,512,0.08749773277396262,0.13164324849662307,1.0,37.611091383280495
